Слово,Слово с делением на морфемы,Орфоэпическая транскрипция,Реальное произнесение,Количество словоупотреблений,Файлы
специально,*специаль+н+о,* s p' i1 c y1 a0 l' + n + a4,* s p' i1 c a0 l' + n + y4,2,"otb0342,utb0342"
специально,*специаль+н+о,* s p' i1 c y1 a0 l' + n + a4,* s p' i1 c e1 e0 l' + n + e4,1,ctb0342
специально,*специаль+н+о,* s p' i1 c y1 a0 l' + n + a4,* s p' i1 c y1 a0 l' + n + a4,2,"ktb0342,atb1809"
специально,*специаль+н+о,* s p' i1 c y1 a0 l' + n + a4,* s p' i1 c y1 a0 l' + n + e4,1,mtb0342
специально,*специаль+н+о,* s p' i1 c y1 a0 l' + n + a4,* s p' i1 s a0 + n + a4,1,gtb0342
специального,*специаль+н/ого,* s p' i1 c a0 - l' + n / a4 v a4,* s p' i1 c a0 l' + n / u4 v,1,gta0018
специального,*специаль+н/ого,* s p' i1 c y1 a0 l' + n / a4 v a4,* s p' i1 c a0 l' + n / a4 v,1,mta0018
специального,*специаль+н/ого,* s p' i1 c y1 a0 l' + n / a4 v a4,* s p' i1 c e1 a0 l' + n / a4 v o4,1,uta0018
специального,*специаль+н/ого,* s p' i1 c y1 a0 l' + n / a4 v a4,* s p' i1 c y1 a0 l' + n / a4 v o4,1,kta0018
специального,*специаль+н/ого,* s p' i1 c y1 a0 l' + n / a4 v a4,* s p' i1 c y1 a0 l' + n / e4 e4,1,sta0018
специального,*специаль+н/ого,* s p' i1 c y1 a0 l' + n / a4 v a4,* s p' i1 c y1 a0 l' + n / e4 u4,1,ata0018
специального,*специаль+н/ого,* s p' i1 c y1 a0 l' + n / a4 v a4,* s p' i1 c y1 a0 l' + n / e4 v u4,1,ota0018
специального,*специаль+н/ого,* s p' i1 c y1 a0 l' + n / a4 v a4,* s p' i1 c y1 a0 l' + n / o4 v o4,1,cta0018
спешил,*спеш+и+л,* s p' i1 sh + y0 + l,* s p' i1 sh + y0 + l,3,"ctb2050,ktb2050,atb2050"
спинке,*спин+к/е,* s p' i0 n + k' / i4,* s p' i0 n + k' / e4,1,ctb1639
спинке,*спин+к/е,* s p' i0 n + k' / i4,* s p' i0 n + k' / i4,5,"ctb1618,ktb1618,ktb1639,atb1618,atb1639"
спиной,*спин/ой,* s p' i1 n / o0 -,* s p' i1 n / o0,1,ctb0181
спиной,*спин/ой,* s p' i1 n / o0 j,* s p' e1 n / o0 j,1,gta0037
спиной,*спин/ой,* s p' i1 n / o0 j,* s p' i1 n / o0,2,"kta0792,stb0181"
спиной,*спин/ой,* s p' i1 n / o0 j,* s p' i1 n / o0 i4,2,"ktb0181,otb0181"
спиной,*спин/ой,* s p' i1 n / o0 j,* s p' i1 n / o0 j,8,"cta0037,kta0037,ota0037,sta0037,uta0037,utb0181,atb0181,mta0037"
спиной,*спин/ой,* s p' i1 n / o0 j,* s p' i1 n / o0 o4,1,ata0792
спиной,*спин/ой,* s p' i1 n / o0 j,* s p' i1 n / o0 y4,3,"cta0792,gtb0181,ata0037"
спиной,*спин/ой,* s p' i1 n / o0 j,* s' p' i1 n / o0 y4,1,mtb0181
спиреи,*спире/и,* s p' i1 r' e0 / i4,* s p' i1 r' e0 / i4,3,"cta0977,kta0977,ata0977"
спит,*сп/ит,* s p' / i0 d,* s p' / i0 d,2,"ctc0023,utc0023"
спит,*сп/ит,* s p' / i0 d,* s p' / o0 d,1,ktc0023
спит,*сп/ит,* s p' / i0 t,* s p' / i0 t,8,"cta0164,gta0164,kta0164,ota0164,sta0164,uta0164,ata0164,mta0164"
сплетня,~с*плет+н/я,~ s * p l' e0 t + n' / a4,~ s * p l' e0 t + n' / e4,1,ktb0718
сплетня,~с*плет+н/я,~ s * p l' e0 t + n' / a4,~ s * p l' e0 t + n' / i4,3,"ctb0718,otb0718,utb0718"
сплетня,~с*плет+н/я,~ s * p l' e0 t + n' / a4,~ s * p l' e0 t' + n' / e4,1,stb0718
сплетня,~с*плет+н/я,~ s * p l' e0 t' + n' / a4,~ s * p l' e0 t + n' / i1,1,mtb0718
сплетня,~с*плет+н/я,~ s * p l' e0 t' + n' / a4,~ s * p l' e0 t + n' / i4,1,atb0718
сплетня,~с*плет+н/я,~ s * p l' e0 t' + n' / a4,~ s * p l' e0 t' + n' / a4,1,gtb0718
спокойна,~с*покой+н/а,~ s * p a1 k o0 j + n / a4,~ s * p a1 k o0 i4 + n / a4,1,ctb1129
спокойна,~с*покой+н/а,~ s * p a1 k o0 j + n / a4,~ s * p a1 k o0 j + n / a4,1,ktb1129
спокойна,~с*покой+н/а,~ s * p a1 k o0 j + n / a4,~ s * p a1 k o0 j + n / e4,1,atb1129
спокойная,~с*покой+н/ая,~ s * p a1 k o0 j + n / a4 j a4,~ s * p a1 k o0 e4 + n / y4 e4,1,stb0699
спокойная,~с*покой+н/ая,~ s * p a1 k o0 j + n / a4 j a4,~ s * p a1 k o0 i4 + n / e4 a4,1,otb0699
спокойная,~с*покой+н/ая,~ s * p a1 k o0 j + n / a4 j a4,~ s * p a1 k o0 j + n / e4 e4,1,atb0699
спокойная,~с*покой+н/ая,~ s * p a1 k o0 j + n / a4 j a4,~ s * p a1 k o0 j + n / e4 i4,2,"ctb0699,utb0699"
спокойная,~с*покой+н/ая,~ s * p a1 k o0 j + n / a4 j a4,~ s * p a1 k o0 j + n / y4 e4,1,ktb0699
спокойная,~с*покой+н/ая,~ s * p a1 k o0 j + n / a4 j i1,~ s * p a1 k o0 j + n / a4 e4,1,mtb0699
спокойная,~с*покой+н/ая,~ s * p a1 k o0 j + n / a4 j i4,~ s * p a1 k o0 j + n / e4 e4,1,gtb0699
спокойнее,~с*покой+н+ее,~ s * p a1 k o0 i4 + n' + i4 j i4,~ s * p a1 k o0 i4 + n' + e4 e4,1,atb0912
спокойнее,~с*покой+н+ее,~ s * p a1 k o0 j + n' + i4 j i4,~ s * p a1 k o0 j + n' + i4 e4,1,ctb0912
спокойнее,~с*покой+н+ее,~ s * p a1 k o0 j + n' + i4 j i4,~ s * p a1 k o0 y4 + n' + i4 j e4,1,ktb0912
спокойно,~с*поко+й+н+о,~ s * p a1 k o0 + j + n + a4,~ s * p a1 k o0 + e4 + n +,1,utc0434
спокойно,~с*поко+й+н+о,~ s * p a1 k o0 + j + n + a4,~ s * p a1 k o0 + i4 + n + a4,6,"ota0417,otb0339,sta0398,ata0398,ata0417,atb0339"
спокойно,~с*поко+й+н+о,~ s * p a1 k o0 + j + n + a4,~ s * p a1 k o0 + i4 + n + y4,3,"ota0398,sta0417,atb1044"
спокойно,~с*поко+й+н+о,~ s * p a1 k o0 + j + n + a4,~ s * p a1 k o0 + j + n + a4,15,"cta1023,ctb0339,ctc0434,gtb0339,kta1023,ktb1044,kta0398,kta0417,ktb0339,ktc0434,stb0339,utb0339,ata1023,mta0398,mtb0339"
спокойно,~с*поко+й+н+о,~ s * p a1 k o0 + j + n + a4,~ s * p a1 k o0 + j + n + e4,3,"cta0398,gta0398,uta0398"
спокойно,~с*поко+й+н+о,~ s * p a1 k o0 + j + n + a4,~ s * p a1 k o0 + j + n + o4,2,"cta0417,ctb1044"
спокойно,~с*поко+й+н+о,~ s * p a1 k o0 + j + n + a4,~ s * p a1 k o0 + j + n + y4,2,"uta0417,mta0417"
спокойно,~с*поко+й+н+о,~ s * p a1 k o0 + j + n + a4,~ s * p a1 k o0 + y4 + n + a4,1,gta0417
спокойное,~с*поко+й+н/ое,~ s * p a1 k o0 + j + n / a4 j i4,~ s * p a1 k o0 + j + n / y4 e4,1,cta1114
спокойствие,~с*поко+й+ств+и/е,~ s * p a1 k o0 + j + s t v' + i4 j / i4,~ s * p a1 k o0 + i4 + s t v' + i4 / i4,1,cta0560
спокойствие,~с*поко+й+ств+и/е,~ s * p a1 k o0 + j + s t v' + i4 j / i4,~ s * p a1 k o0 + j + s t v' + i4 / i4,1,kta0560
спокойствие,~с*поко+й+ств+и/е,~ s * p a1 k o0 + j + s t v' + i4 j / i4,~ s * p a1 k o0 + y4 + s t v' + e4 / e4,1,ata0560
споривших,*спор+и+вш/их,* s p o0 r' + i4 + f sh / y4 h,* s p o0 r' + i4 + f sh / y4 h,3,"cta0747,kta0747,ata0747"
спорить,*спор+и/ть,* s p o0 r' + i4 / t',* s p o0 r' + i4 / c,4,"gtb0352,stb0352,atb0352,mtb0352"
спорить,*спор+и/ть,* s p o0 r' + i4 / t',* s p o0 r' + i4 / t',6,"ctb0352,ctb1802,ktb0352,otb0352,utb0352,atb1802"
спорить,*спор+и/ть,* s p o0 r' + i4 / t',* s p o0 r' + y4 / c,1,ktb1802
спорта,*спорт/а,* s p o0 r t / a4,* s p o0 r t /,1,mtb0078
спорта,*спорт/а,* s p o0 r t / a4,* s p o0 r t / a4,5,"gte0250,otb0078,stb0078,ste0250,atb0078"
спорта,*спорт/а,* s p o0 r t / a4,* s p o0 r t / e4,1,ctb0078
спорта,*спорт/а,* s p o0 r t / a4,* s p o0 r t / y4,3,"gtb0078,ktb0078,utb0078"
спортивная,*спорт+ив+н/ая,* s p a1 r t' + i0 v + n / a4 j a4,* s p a1 r t' + i0 v + n / a4 e4,2,"ctb0551,gtb0551"
спортивная,*спорт+ив+н/ая,* s p a1 r t' + i0 v + n / a4 j a4,* s p a1 r t' + i0 v + n / e4 e4,2,"otb0551,utb0551"
спортивная,*спорт+ив+н/ая,* s p a1 r t' + i0 v + n / a4 j a4,* s p a1 r t' + i0 v + n / y4 a4,2,"ktb0551,stb0551"
спортивная,*спорт+ив+н/ая,* s p a1 r t' + i0 v + n / a4 j a4,* s p a1 r t' + i0 v + n / y4 e4,1,atb0551
спортивная,*спорт+ив+н/ая,* s p a1 r t' + i0 v + n / a4 j a4,* s p r t' + i0 v + n / a4 j a4,1,mtb0551
спортивного,*спорт+ив+н/ого,* s p a1 r t' + i0 v + n / - - -,* s p a1 r t' + i0 v + n /,1,ata0743
спортивного,*спорт+ив+н/ого,* s p a1 r t' + i0 v + n / a4 v a4,* s p a1 r t' + i0 v + n / a4 v a4,3,"ctc0405,kta0743,ktc0405"
спортивного,*спорт+ив+н/ого,* s p a1 r t' + i0 v + n / a4 v a4,* s p a1 r t' + i0 v + n / a4 v y4,1,utc0405
спортивного,*спорт+ив+н/ого,* s p a1 r t' + i0 v + n / a4 v a4,* s p a1 r t' + i0 v + n / y4 v a4,1,cta0743
спортивной,*спорт+ив+н/ой,* s p a1 r t' + i0 v + n / a4 j,* s p a1 r t' + i0 v + n / y4,12,"gtb0762,ktb0548,ktb0762,otb0548,otb0762,stb0548,stb0762,utb0762,atb0906,atb2088,mtb0548,mtb0762"
спортивной,*спорт+ив+н/ой,* s p a1 r t' + i0 v + n / a4 j,* s p a1 r t' + i0 v + n / y4 i4,1,gtb0548
спортивной,*спорт+ив+н/ой,* s p a1 r t' + i0 v + n / a4 j,* s p a1 r t' + i0 v + n / y4 j,8,"ctb0548,ctb0762,ctb0906,ctb2088,ktb2088,utb0548,atb0548,atb0762"
спортивной,*спорт+ив+н/ой,* s p a1 r t' + i0 v + n / a4 j,* s p e1 r t' + i0 v + n / y4 j,1,ktb0906
спортивном,*спорт+ив+н/ом,* s p a1 r t' + i0 v + n / a4 m,* s p a1 r t' + i0 v + n / a4 m,2,"ctb1246,ktb1246"
спортивном,*спорт+ив+н/ом,* s p a1 r t' + i0 v + n / a4 m,* s p a1 r t' + i0 v + n / e4 m,1,atb1246
спортивном,*спорт+ив+н/ом,* s p a1 r t' + i0 v + n / a4 m,* s p a1 r t' + i0 v + n / y4 m,3,"ctb1255,ktb1255,atb1255"
спортивный,*спорт+ив+н/ый,* s p a1 r t' + i0 v + n / y4 j,* s p a1 r t' + i0 v + n / y4 j,2,"ktb1244,atb1244"
спортивный,*спорт+ив+н/ый,* s p a1 r t' + i0 v + n / y4 j,* s p a1 r t' + i0 v + n / y4 y4,1,ctb1244
спортивных,*спорт+ив+н/ых,* s p a1 r t' + i0 v + n / y4 h,* s p a1 r t' + i0 v + n / y4 h,3,"cta1074,kta1074,ata1074"
спортом,*спорт/ом,* s p o0 r t / a4 m,* s p o0 r t / a4 m,14,"ctb0551,gtb0076,gtb0551,ktb0812,ktb0076,ktb0551,otb0076,otb0551,stb0076,utb0076,utb0551,atb0076,atb0812,mtb0551"
спортом,*спорт/ом,* s p o0 r t / a4 m,* s p o0 r t / y4 m,4,"ctb0076,ctb0812,stb0551,atb0551"
спортом,*спорт/ом,* s p o0 r t / a4 m,* s p o0 t / e4 m,1,mtb0076
спортсмен,*спортсмен,* s p a1 r c m' e0 n,* s p a1 r c m' e0 n,3,"ctb1594,ktb1594,atb1594"
спортсменка,*спортсмен+к/а,* s p a1 r c m' e0 n + k / a4,* s p a1 r c m' e0 n + k / a4,2,"ctb1250,ktb1250"
спортсменка,*спортсмен+к/а,* s p a1 r c m' e0 n + k / a4,* s p a1 r c m' e0 n + k / y4,1,atb1250
спорю,*спор/ю,* s p o0 r' / u4,* s p o0 r' / u4,8,"ctb0048,gtb0048,ktb0048,otb0048,stb0048,utb0048,atb0048,mtb0048"
способен,*способ+ен,* s p a1 s o0 b' + i4 n,* s p a1 s o0 b' + e4 n,5,"ctb2010,gte0012,ktb2010,ste0012,ste0213"
способен,*способ+ен,* s p a1 s o0 b' + i4 n,* s p a1 s o0 b' + i4 n,3,"otd0162,atd0162,atb2010"
способен,*способ+ен,* s p a1 s o0 b' + i4 n,* s p a1 s o0 b' + o4 n,1,gte0213
способностей,*способ+н+ост/ей,* s p a1 s o0 b + n + a4 s' t' / e4 i4,* s p a1 s o0 b + n + e4 s' t' / e4 i4,1,ktb0169
способностей,*способ+н+ост/ей,* s p a1 s o0 b + n + a4 s' t' / i4 j,* p a1 s o0 b + n' + y4 s' t' / i4,1,mtb0169
способностей,*способ+н+ост/ей,* s p a1 s o0 b + n + a4 s' t' / i4 j,* s p a1 s o0 b + n + a4 s' t' / e0 j,1,otb0169
способностей,*способ+н+ост/ей,* s p a1 s o0 b + n + a4 s' t' / i4 j,* s p a1 s o0 b + n + e4 s' t' / e4,1,stb0169
способностей,*способ+н+ост/ей,* s p a1 s o0 b + n + a4 s' t' / i4 j,* s p a1 s o0 b + n + y4 s' t' / e4 j,2,"ctb0169,utb0169"
способностей,*способ+н+ост/ей,* s p a1 s o0 b + n + a4 s' t' / i4 j,* s p a1 s o0 b + n + y4 s' t' / i4 j,1,atb0169
способностей,*способ+н+ост/ей,* s p a1 s o0 b + n + a4 s' t' / i4 j,* s p a1 s o0 b + n + y4 s' t' / i4 y4,1,gtb0169
способны,*способ+н/ы,* s p a1 s o0 b + n / y4,* s p a1 s o0 b + n / y4,12,"ctb0168,gtb0168,gte0099,gte0377,ktb0168,otb0168,stb0168,ste0099,ste0377,utb0168,atb0168,mtb0168"
способный,*способ+н/ый,* s p a1 s o0 b + n / y4 -,* s p a1 s o0 b + n / y4,1,mtb0456
способный,*способ+н/ый,* s p a1 s o0 b + n / y4 j,* s p a1 s o0 b + n / y4,8,"ctb0456,ctc1420,ktb0456,ktc1420,otb0456,stb0456,utb0456,utc1420"
способный,*способ+н/ый,* s p a1 s o0 b + n / y4 j,* s p a1 s o0 b + n / y4 i4,1,gtb0456
способный,*способ+н/ый,* s p a1 s o0 b + n / y4 j,* s p a1 s o0 b + n / y4 j,1,atb0456
спотыкаясь,~с~по*тык+а+я^сь,~ s ~ p a2 * t y1 k + a0 + j i4 ^ s',~ s ~ p o1 * t y1 k + a0 + e4 ^ s',2,"ktb2050,atb2050"
спотыкаясь,~с~по*тык+а+я^сь,~ s ~ p a2 * t y1 k + a0 + j i4 ^ s',~ s ~ p y1 * t y1 k + a0 + j e4 ^ s',1,ctb2050
спохватился,~с~по*хват+и+л^ся,~ s ~ p a2 * h v a1 t' + i0 + l ^ s' a4,~ s ~ p a2 * h v a1 t' + i0 + l ^ s' a4,1,atb1976
спохватился,~с~по*хват+и+л^ся,~ s ~ p a2 * h v a1 t' + i0 + l ^ s' a4,~ s ~ p y1 * h v a1 t' + i0 + l ^ s' a4,1,ktb1976
спохватился,~с~по*хват+и+л^ся,~ s ~ p a2 * h v a1 t' + i0 + l ^ s' a4,~ s ~ p y1 * h v a1 t' + i0 + l ^ s' i4,1,ctb1976
справа,~с*прав/а,~ s * p r a0 v / a4,~ s * p r a0 v / a4,3,"cta0740,kta0740,ata0740"
справится,~с*прав/ит^ся,~ s * p r a0 v' / i4 c ^ - a4,~ s * p r a0 v' / e4 c ^ a4,1,gta0315
справится,~с*прав/ит^ся,~ s * p r a0 v' / i4 c ^ - a4,~ s * p r a0 v' / i4 c ^ a4,4,"kta0315,sta0315,ata0315,mta0315"
справится,~с*прав/ит^ся,~ s * p r a0 v' / i4 c ^ - a4,~ s * p r a0 v' / i4 c ^ e4,1,uta0315
справится,~с*прав/ит^ся,~ s * p r a0 v' / i4 c ^ - a4,~ s * p r a0 v' / i4 c ^ y4,2,"ota0315,ste0377"
справится,~с*прав/ит^ся,~ s * p r a0 v' / i4 c ^ - y4,~ s * p r a0 v' / i4 c ^ e4,1,gte0377
справится,~с*прав/ит^ся,~ s * p r a0 v' / i4 c ^ c a4,~ s * p r a0 v' / e4 t ^ c a4,1,cta0315
спрашивает,~с*праш+ива/ет,~ s * p r a0 sh + y4 v a4 / - i4 t,~ s * p r a0 sh + v y4 / y4 t,1,mtb0788
спрашивает,~с*праш+ива/ет,~ s * p r a0 sh + y4 v a4 / j i4 t,~ s * p r a0 sh + v y4 / t,2,"gtb0788,stb0788"
спрашивает,~с*праш+ива/ет,~ s * p r a0 sh + y4 v a4 / j i4 t,~ s * p r a0 sh + y4 v a4 / e4 t,1,atb2085
спрашивает,~с*праш+ива/ет,~ s * p r a0 sh + y4 v a4 / j i4 t,~ s * p r a0 sh + y4 v e4 / e4 t,1,ktb0788
спрашивает,~с*праш+ива/ет,~ s * p r a0 sh + y4 v a4 / j i4 t,~ s * p r a0 sh + y4 v e4 / i4 t,1,ctb0788
спрашивает,~с*праш+ива/ет,~ s * p r a0 sh + y4 v a4 / j i4 t,~ s * p r a0 sh + y4 v y4 / e4 t,1,ctb0828
спрашивает,~с*праш+ива/ет,~ s * p r a0 sh + y4 v a4 / j i4 t,~ s * p r a0 sh + y4 v y4 / i4 t,6,"ctb2085,ktb2085,otb0788,utb0788,atb0788,atb0828"
спрашивает,~с*праш+ива/ет,~ s * p r a0 sh + y4 v a4 / j i4 t,~ s * p r a0 sh + y4 v y4 / j e4 t,1,ktb0828
спрашиваете,~с*праш+ива/ете,~ s * p r a0 sh + y4 v a4 j / i4 t' i4,~ s * p r a0 sh + y4 v y4 / i4 t' i4,1,ata0880
спрашиваете,~с*праш+ива/ете,~ s * p r a0 sh + y4 v a4 j / i4 t' i4,~ s * p r a0 sh + y4 v y4 y4 / i4 t' i4,1,cta0880
спрашиваете,~с*праш+ива/ете,~ s * p r a0 sh + y4 v y4 j / i4 t' i4,~ s * p r a0 sh + y4 v y4 / t' i4,1,kta0880
спрашивал,~с*праш+ива+л,~ s * p r a0 sh + - v a4 + l,~ s * p r a0 sh + a4 + l,1,mtb0255
спрашивал,~с*праш+ива+л,~ s * p r a0 sh + y4 v a4 + l,~ s * p r a0 sh + a4 v a4 + l,2,"ctb0664,ctb1318"
спрашивал,~с*праш+ива+л,~ s * p r a0 sh + y4 v a4 + l,~ s * p r a0 sh + e4 v u4 + l,1,utb0255
спрашивал,~с*праш+ива+л,~ s * p r a0 sh + y4 v a4 + l,~ s * p r a0 sh + u4 v o4 + l,1,gtb0255
спрашивал,~с*праш+ива+л,~ s * p r a0 sh + y4 v a4 + l,~ s * p r a0 sh + v +,1,stb0255
спрашивал,~с*праш+ива+л,~ s * p r a0 sh + y4 v a4 + l,~ s * p r a0 sh + v + l,1,mtb0664
спрашивал,~с*праш+ива+л,~ s * p r a0 sh + y4 v a4 + l,~ s * p r a0 sh + v o4 + l,1,stb0664
спрашивал,~с*праш+ива+л,~ s * p r a0 sh + y4 v a4 + l,~ s * p r a0 sh + y4 o4 + l,1,atb0664
спрашивал,~с*праш+ива+л,~ s * p r a0 sh + y4 v a4 + l,~ s * p r a0 sh + y4 v a4 + l,4,"ktb0255,ktb0664,otb0255,atb2125"
спрашивал,~с*праш+ива+л,~ s * p r a0 sh + y4 v a4 + l,~ s * p r a0 sh + y4 v o4 + l,2,"gtb0664,utb0664"
спрашивал,~с*праш+ива+л,~ s * p r a0 sh + y4 v a4 + l,~ s * p r a0 sh + y4 v y4 + l,7,"ctb0255,ctb2125,ktb1318,ktb2125,otb0664,atb0255,atb1318"
спрашивала,~с*праш+ива+л/а,~ s * p r a0 sh + y4 v a4 + l / a4,~ s * p r a0 sh + o4 v o4 + l / o4,1,atb0305
спрашивала,~с*праш+ива+л/а,~ s * p r a0 sh + y4 v a4 + l / a4,~ s * p r a0 sh + u4 u4 + l / a4,1,ata0575
спрашивала,~с*праш+ива+л/а,~ s * p r a0 sh + y4 v a4 + l / a4,~ s * p r a0 sh + u4 v o4 + l / o4,1,gtb0305
спрашивала,~с*праш+ива+л/а,~ s * p r a0 sh + y4 v a4 + l / a4,~ s * p r a0 sh + v a4 + l / a4,1,stb0305
спрашивала,~с*праш+ива+л/а,~ s * p r a0 sh + y4 v a4 + l / a4,~ s * p r a0 sh + y4 v + l / y4,1,cta0575
спрашивала,~с*праш+ива+л/а,~ s * p r a0 sh + y4 v a4 + l / a4,~ s * p r a0 sh + y4 v a4 + l /,1,ata0648
спрашивала,~с*праш+ива+л/а,~ s * p r a0 sh + y4 v a4 + l / a4,~ s * p r a0 sh + y4 v e4 + l / e4,1,mtb0305
спрашивала,~с*праш+ива+л/а,~ s * p r a0 sh + y4 v a4 + l / a4,~ s * p r a0 sh + y4 v u4 + l / o4,1,ctb0305
спрашивала,~с*праш+ива+л/а,~ s * p r a0 sh + y4 v a4 + l / a4,~ s * p r a0 sh + y4 v u4 + l / y4,1,utb0305
спрашивала,~с*праш+ива+л/а,~ s * p r a0 sh + y4 v a4 + l / a4,~ s * p r a0 sh + y4 v y4 + l / a4,4,"cta0648,kta0575,kta0648,ktb0305"
спрашивала,~с*праш+ива+л/а,~ s * p r a0 sh + y4 v a4 + l / a4,~ s * p r a0 sh + y4 v y4 + l / y4,1,otb0305
спрашивали,~с*праш+ива+л/и,~ s * p r a0 sh + y4 v a4 + l' / i4,~ s * p r a0 sh + v u4 + l' / i4,1,ktb1898
спрашивали,~с*праш+ива+л/и,~ s * p r a0 sh + y4 v a4 + l' / i4,~ s * p r a0 sh + y4 v y4 + l' / i4,2,"ctb1898,atb1898"
спрашивать,~с*праш+ива/ть,~ s * p r a0 sh + y4 v a4 / t',~ s * p r a0 sh + e4 v a4 / t',1,ctb0949
спрашивать,~с*праш+ива/ть,~ s * p r a0 sh + y4 v a4 / t',~ s * p r a0 sh + v y4 / ch_,1,kta0715
спрашивать,~с*праш+ива/ть,~ s * p r a0 sh + y4 v a4 / t',~ s * p r a0 sh + y4 v a4 / t',4,"cta1159,ktb0949,ktb1411,atb1411"
спрашивать,~с*праш+ива/ть,~ s * p r a0 sh + y4 v a4 / t',~ s * p r a0 sh + y4 v e4 / t',1,ata0715
спрашивать,~с*праш+ива/ть,~ s * p r a0 sh + y4 v a4 / t',~ s * p r a0 sh + y4 v y4 / ch,1,cta0715
спрашивать,~с*праш+ива/ть,~ s * p r a0 sh + y4 v a4 / t',~ s * p r a0 sh + y4 v y4 / t',3,"cta1156,ctb1411,atb0949"
спрашивают,~с*праш+ива/ют,~ s * p r a0 sh + y4 v a4 / j u4 c,~ s * p r a0 sh + u4 v u4 / c,1,mta0288
спрашивают,~с*праш+ива/ют,~ s * p r a0 sh + y4 v a4 / j u4 c,~ s * p r a0 sh + u4 v y4 / c,1,gta0288
спрашивают,~с*праш+ива/ют,~ s * p r a0 sh + y4 v a4 / j u4 c,~ s * p r a0 sh + y4 v u4 / u4 c,1,ota0288
спрашивают,~с*праш+ива/ют,~ s * p r a0 sh + y4 v a4 / j u4 c,~ s * p r a0 sh + y4 v y4 / u4 c,1,kta0288
спрашивают,~с*праш+ива/ют,~ s * p r a0 sh + y4 v a4 / j u4 t,~ s * p r a0 sh + u4 v u4 / u4 t,1,ata1084
спрашивают,~с*праш+ива/ют,~ s * p r a0 sh + y4 v a4 / j u4 t,~ s * p r a0 sh + u4 y4 / t,1,uta0288
спрашивают,~с*праш+ива/ют,~ s * p r a0 sh + y4 v a4 / j u4 t,~ s * p r a0 sh + v u4 / u4 t,1,sta0288
спрашивают,~с*праш+ива/ют,~ s * p r a0 sh + y4 v a4 / j u4 t,~ s * p r a0 sh + v y4 / t,1,cta0288
спрашивают,~с*праш+ива/ют,~ s * p r a0 sh + y4 v a4 / j u4 t,~ s * p r a0 sh + y4 v y4 / o4 t,1,cta1084
спрашивают,~с*праш+ива/ют,~ s * p r a0 sh + y4 v a4 / j u4 t,~ s * p r a0 sh + y4 v y4 / u4 t,1,kta1084
спрашивают,~с*праш+ива/ют,~ s * p r a0 sh + y4 v a4 / j u4 t,~ s * p r a0 sh + y4 v y4 / y4 c,1,ata0288
спрашивая,~с*праш+ива+я,~ s * p r a0 sh + y4 v - j + -,~ s * p r a0 sh + u4 u4 +,1,mta0366
спрашивая,~с*праш+ива+я,~ s * p r a0 sh + y4 v a4 - + i4,~ s * p r a0 sh + v o4 + e4,1,gta0366
спрашивая,~с*праш+ива+я,~ s * p r a0 sh + y4 v a4 j + a4,~ s * p r a0 sh + y4 v a4 j + e4,1,cta0366
спрашивая,~с*праш+ива+я,~ s * p r a0 sh + y4 v a4 j + a4,~ s * p r a0 sh + y4 v e4 + a4,1,kta0366
спрашивая,~с*праш+ива+я,~ s * p r a0 sh + y4 v a4 j + a4,~ s * p r a0 sh + y4 v e4 + e4,1,ata0366
спрашивая,~с*праш+ива+я,~ s * p r a0 sh + y4 v a4 j + a4,~ s * p r a0 sh + y4 v y4 + e4,3,"ota0366,sta0366,uta0366"
спроса,~с*прос/а,~ s * p r o0 s / a4,~ s * p r o0 s / a4,3,"ctb1301,ktb1301,atb1301"
спросил,~с*прос+и+л,~ s * p r a1 s' + i0 + l,~ c * p r a1 s' + i0 + l,1,mtb0527
спросил,~с*прос+и+л,~ s * p r a1 s' + i0 + l,~ s * p r a1 s' + + l,2,"stb0663,stb0675"
спросил,~с*прос+и+л,~ s * p r a1 s' + i0 + l,~ s * p r a1 s' + i0 +,1,mtb0177
спросил,~с*прос+и+л,~ s * p r a1 s' + i0 + l,~ s * p r a1 s' + i0 + l,102,"cta0219,cta0244,cta0587,cta1030,cta1111,ctb0177,ctb0527,ctb0662,ctb0663,ctb0675,ctb0958,ctb0998,ctb1057,ctb1085,ctb1145,ctb1373,ctb1526,ctb1575,ctb1652,ctb1878,ctb1953,ctb2070,ctb2122,gta0219,gta0244,gtb0177,gtb0388,gtb0527,gtb0662,gtb0663,gtb0675,kta0587,kta1030,ktb0958,ktb0998,ktb1057,ktb1085,ktb1145,ktb1373,ktb1526,ktb1575,ktb1652,ktb1953,ktb2070,ktb2122,kta0219,kta0244,ktb0177,ktb0388,ktb0527,ktb0662,ktb0675,ota0244,otb0177,otb0388,otb0527,otb0662,otb0663,otb0675,sta0219,sta0244,stb0177,stb0388,stb0527,stb0662,uta0219,uta0244,utb0177,utb0388,utb0527,utb0662,utb0663,utb0675,ata0219,ata0244,atb0177,atb0388,atb0527,atb0662,atb0663,atb0675,ata0587,ata1030,atb0958,atb0998,atb1057,atb1085,atb1145,atb1373,atb1526,atb1575,atb1652,atb1878,atb1953,atb2070,atb2122,mta0219,mta0244,mtb0388,mtb0662,mtb0663,mtb0675"
спросил,~с*прос+и+л,~ s * p r a1 s' + i0 + l,~ s * p r a1 s' + y0 + l,2,"ktb1878,ota0219"
